"","seqnames","start","end","width","strand","score","pct_cons","normal","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","symbol","genename"
"window_558","chr1",1392500,1402500,10001,"*",183,72.6190476190476,4.28522725131809,"window_558","81669",1385711,1399335,13625,"-",0,"overlapStart",0,"CCNL2","cyclin L2"
"window_558.1","chr1",1392500,1402500,10001,"*",183,72.6190476190476,4.28522725131809,"window_558","148413",1399520,1402046,2527,"+",0,"includeFeature",0,"MRPL20-AS1","MRPL20 antisense RNA 1"
"window_559","chr1",1395000,1405000,10001,"*",187,74.2063492063492,4.30684971533125,"window_559","81669",1385711,1399335,13625,"-",0,"overlapStart",0,"CCNL2","cyclin L2"
"window_559.1","chr1",1395000,1405000,10001,"*",187,74.2063492063492,4.30684971533125,"window_559","148413",1399520,1402046,2527,"+",0,"includeFeature",0,"MRPL20-AS1","MRPL20 antisense RNA 1"
"window_559.2","chr1",1395000,1405000,10001,"*",187,74.2063492063492,4.30684971533125,"window_559","55052",1401909,1407293,5385,"-",0,"overlapEnd",2292,"MRPL20","mitochondrial ribosomal protein L20"
"window_560","chr1",1397500,1407500,10001,"*",194,76.984126984127,4.34359925754,"window_560","81669",1385711,1399335,13625,"-",0,"overlapStart",0,"CCNL2","cyclin L2"
"window_560.1","chr1",1397500,1407500,10001,"*",194,76.984126984127,4.34359925754,"window_560","148413",1399520,1402046,2527,"+",0,"includeFeature",0,"MRPL20-AS1","MRPL20 antisense RNA 1"
"window_560.2","chr1",1397500,1407500,10001,"*",194,76.984126984127,4.34359925754,"window_560","55052",1401909,1407293,5385,"-",0,"includeFeature",0,"MRPL20","mitochondrial ribosomal protein L20"
"window_963","chr1",2405000,2415000,10001,"*",179,71.031746031746,4.26312690431742,"window_963","5192",2403964,2413797,9834,"-",0,"overlapStart",0,"PEX10","peroxisomal biogenesis factor 10"
"window_3210","chr1",8022500,8032500,10001,"*",177,70.2380952380952,4.2518908310505,"window_3210","54206",8004404,8026309,21906,"-",0,"overlapStart",0,"ERRFI1","ERBB receptor feedback inhibitor 1"
"window_3549","chr1",8870000,8880000,10001,"*",180,71.4285714285714,4.26869794936688,"window_3549","100505975",8878835,8879894,1060,"+",0,"includeFeature",0,"ENO1-AS1","ENO1 antisense RNA 1"
"window_3549.1","chr1",8870000,8880000,10001,"*",180,71.4285714285714,4.26869794936688,"window_3549","2023",8861000,8879190,18191,"-",0,"overlapStart",0,"ENO1","enolase 1"
"window_3550","chr1",8872500,8882500,10001,"*",181,71.8253968253968,4.27423812974249,"window_3550","100505975",8878835,8879894,1060,"+",0,"includeFeature",0,"ENO1-AS1","ENO1 antisense RNA 1"
"window_3550.1","chr1",8872500,8882500,10001,"*",181,71.8253968253968,4.27423812974249,"window_3550","2023",8861000,8879190,18191,"-",0,"overlapStart",0,"ENO1","enolase 1"
"window_3551","chr1",8875000,8885000,10001,"*",181,71.8253968253968,4.27423812974249,"window_3551","100505975",8878835,8879894,1060,"+",0,"includeFeature",0,"ENO1-AS1","ENO1 antisense RNA 1"
"window_3551.1","chr1",8875000,8885000,10001,"*",181,71.8253968253968,4.27423812974249,"window_3551","2023",8861000,8879190,18191,"-",0,"overlapStart",0,"ENO1","enolase 1"
"window_3552","chr1",8877500,8887500,10001,"*",179,71.031746031746,4.26312690431742,"window_3552","100505975",8878835,8879894,1060,"+",0,"includeFeature",0,"ENO1-AS1","ENO1 antisense RNA 1"
"window_3552.1","chr1",8877500,8887500,10001,"*",179,71.031746031746,4.26312690431742,"window_3552","2023",8861000,8879190,18191,"-",0,"overlapStart",0,"ENO1","enolase 1"
"window_4422","chr1",11052500,11062500,10001,"*",189,75,4.31748811353631,"window_4422","6723",11054584,11060020,5437,"-",0,"includeFeature",0,"SRM","spermidine synthase"
"window_4423","chr1",11055000,11065000,10001,"*",188,74.6031746031746,4.31218306130662,"window_4423","6723",11054584,11060020,5437,"-",0,"overlapStart",0,"SRM","spermidine synthase"
"window_4424","chr1",11057500,11067500,10001,"*",187,74.2063492063492,4.30684971533125,"window_4424","6723",11054584,11060020,5437,"-",0,"overlapStart",0,"SRM","spermidine synthase"
"window_6643","chr1",16605000,16615000,10001,"*",189,75,4.31748811353631,"window_6643","55672",16562319,16613562,51244,"-",0,"overlapStart",0,"NBPF1","NBPF member 1"
"window_6644","chr1",16607500,16617500,10001,"*",180,71.4285714285714,4.26869794936688,"window_6644","55672",16562319,16613562,51244,"-",0,"overlapStart",0,"NBPF1","NBPF member 1"
"window_6645","chr1",16610000,16620000,10001,"*",194,76.984126984127,4.34359925754,"window_6645","55672",16562319,16613562,51244,"-",0,"overlapStart",0,"NBPF1","NBPF member 1"
"window_6646","chr1",16612500,16622500,10001,"*",199,78.968253968254,4.36904592320116,"window_6646","55672",16562319,16613562,51244,"-",0,"overlapStart",0,"NBPF1","NBPF member 1"
"window_6647","chr1",16615000,16625000,10001,"*",180,71.4285714285714,4.26869794936688,"window_6647","55672",16562319,16613562,51244,"-",1437,"upstream",1437,"NBPF1","NBPF member 1"
"window_9516","chr1",23787500,23797500,10001,"*",183,72.6190476190476,4.28522725131809,"window_9516","11313",23791145,23795539,4395,"+",0,"includeFeature",0,"LYPLA2","lysophospholipase 2"
"window_9517","chr1",23790000,23800000,10001,"*",186,73.8095238095238,4.30148777218987,"window_9517","11313",23791145,23795539,4395,"+",0,"includeFeature",0,"LYPLA2","lysophospholipase 2"
"window_9517.1","chr1",23790000,23800000,10001,"*",186,73.8095238095238,4.30148777218987,"window_9517","2582",23795599,23800781,5183,"-",0,"overlapEnd",780,"GALE","UDP-galactose-4-epimerase"
"window_9581","chr1",23950000,23960000,10001,"*",185,73.4126984126984,4.29609692355499,"window_9581","55629",23956839,23963462,6624,"+",0,"overlapStart",0,"PNRC2","proline rich nuclear receptor coactivator 2"
"window_9582","chr1",23952500,23962500,10001,"*",188,74.6031746031746,4.31218306130662,"window_9582","55629",23956839,23963462,6624,"+",0,"overlapStart",0,"PNRC2","proline rich nuclear receptor coactivator 2"
"window_9583","chr1",23955000,23965000,10001,"*",187,74.2063492063492,4.30684971533125,"window_9583","55629",23956839,23963462,6624,"+",0,"includeFeature",0,"PNRC2","proline rich nuclear receptor coactivator 2"
"window_9584","chr1",23957500,23967500,10001,"*",190,75.3968253968254,4.32276517063715,"window_9584","55629",23956839,23963462,6624,"+",0,"overlapEnd",660,"PNRC2","proline rich nuclear receptor coactivator 2"
"window_10513","chr1",26280000,26290000,10001,"*",177,70.2380952380952,4.2518908310505,"window_10513","83442",26280086,26281522,1437,"+",0,"includeFeature",0,"SH3BGRL3","SH3 domain binding glutamate rich protein like 3"
"window_10589","chr1",26470000,26480000,10001,"*",186,73.8095238095238,4.30148777218987,"window_10589","101928324",26462756,26468014,5259,"-",1985,"upstream",1985,"DHDDS-AS1","DHDDS antisense RNA 1"
"window_10589.1","chr1",26470000,26480000,10001,"*",186,73.8095238095238,4.30148777218987,"window_10589","3151",26472440,26476642,4203,"+",0,"includeFeature",0,"HMGN2","high mobility group nucleosomal binding domain 2"
"window_11401","chr1",28500000,28510000,10001,"*",186,73.8095238095238,4.30148777218987,"window_11401","1104",28505943,28539300,33358,"+",0,"overlapStart",0,"RCC1","regulator of chromosome condensation 1"
"window_11401.1","chr1",28500000,28510000,10001,"*",186,73.8095238095238,4.30148777218987,"window_11401","8420",28505980,28510892,4913,"+",0,"overlapStart",0,"SNHG3","small nucleolar RNA host gene 3"
"window_11401.2","chr1",28500000,28510000,10001,"*",186,73.8095238095238,4.30148777218987,"window_11401","6080",28507366,28507571,206,"+",0,"includeFeature",0,"SNORA73A","small nucleolar RNA, H/ACA box 73A"
"window_11401.3","chr1",28500000,28510000,10001,"*",186,73.8095238095238,4.30148777218987,"window_11401","26768",28508559,28508762,204,"+",0,"includeFeature",0,"SNORA73B","small nucleolar RNA, H/ACA box 73B"
"window_11402","chr1",28502500,28512500,10001,"*",188,74.6031746031746,4.31218306130662,"window_11402","1104",28505943,28539300,33358,"+",0,"overlapStart",0,"RCC1","regulator of chromosome condensation 1"
"window_11402.1","chr1",28502500,28512500,10001,"*",188,74.6031746031746,4.31218306130662,"window_11402","8420",28505980,28510892,4913,"+",0,"includeFeature",0,"SNHG3","small nucleolar RNA host gene 3"
"window_11402.2","chr1",28502500,28512500,10001,"*",188,74.6031746031746,4.31218306130662,"window_11402","6080",28507366,28507571,206,"+",0,"includeFeature",0,"SNORA73A","small nucleolar RNA, H/ACA box 73A"
"window_11402.3","chr1",28502500,28512500,10001,"*",188,74.6031746031746,4.31218306130662,"window_11402","26768",28508559,28508762,204,"+",0,"includeFeature",0,"SNORA73B","small nucleolar RNA, H/ACA box 73B"
"window_11403","chr1",28505000,28515000,10001,"*",190,75.3968253968254,4.32276517063715,"window_11403","1104",28505943,28539300,33358,"+",0,"overlapStart",0,"RCC1","regulator of chromosome condensation 1"
"window_11403.1","chr1",28505000,28515000,10001,"*",190,75.3968253968254,4.32276517063715,"window_11403","8420",28505980,28510892,4913,"+",0,"includeFeature",0,"SNHG3","small nucleolar RNA host gene 3"
